
72.384	-0.068664551
72.388	0.025634766
72.392	0.027160645
72.396	-0.127868652
72.4	-0.22857666
72.404	-0.183105469
72.408	-0.010528564
72.412	0.129394531
72.416	0.056304932
72.42	-0.055389404
72.424	-0.075683594
72.428	0.001373291
72.432	0.101623535
72.436	0.11428833
72.44	0.08972168
72.444	0.012817383
72.448	-0.0440979
72.452	-0.080718994
72.456	-0.059814453
72.46	0.007629395
72.464	0.04486084
72.468	0.102081299
72.472	0.084838867
72.476	-0.0340271
72.48	-0.096130371
72.484	-0.0730896
72.488	-0.033569336
72.492	-0.016326904
72.496	-0.012664795
72.5	-0.012969971
72.504	0.00289917
72.508	0.045318604
72.512	0.035705566
72.516	-0.008087158
72.52	-0.019378662
72.524	0.061798096
72.528	0.165100098
72.532	0.128631592
72.536	-0.009765625
72.54	-0.101013184
72.544	-0.137786865
72.548	-0.118560791
72.552	-0.029449463
72.556	0.035095215
72.56	0.044403076
72.564	0.055541992
72.568	0.065002441
72.572	-0.001068115
72.576	-0.072479248
72.58	-0.066070557
72.584	-0.06942749
72.588	-0.041503906
72.592	-0.026092529
72.596	-0.028381348
72.6	-0.018920898
72.604	-0.030059814
72.608	-0.020141602
72.612	0.022888184
72.616	0.034484863
72.62	0.026092529
72.624	0.037078857
72.628	0.043487549
72.632	0.072021484
72.636	0.11428833
72.64	0.153198242
72.644	0.155029297
72.648	0.092010498
72.652	0.004425049
72.656	-0.08026123
72.66	-0.114593506
72.664	-0.108642578
72.668	-0.078430176
72.672	-0.050201416
72.676	-0.044708252
72.68	-0.023498535
72.684	-0.022277832
72.688	-0.006713867
72.692	-0.010223389
72.696	-0.075836182
72.7	-0.10055542
72.704	-0.094146729
72.708	-0.080413818
72.712	-0.054016113
72.716	-0.026092529
72.72	0.046539307
72.724	0.108947754
72.728	0.139770508
72.732	0.156707764
72.736	0.112457275
72.74	0.07019043
72.744	0.063476563
72.748	0.048980713
72.752	0.024414063
72.756	-0.005340576
72.76	-0.045928955
72.764	-0.09262085
72.768	-0.094909668
72.772	-0.078887939
72.776	-0.069580078
72.78	-0.054016113
72.784	-0.063323975
72.788	-0.069885254
72.792	-0.038909912
72.796	0.033569336
72.8	0.113525391
72.804	0.15914917
72.808	0.16998291
72.812	0.157623291
72.816	0.108795166
72.82	0.05569458
72.824	0.010375977
72.828	-0.026245117
72.832	-0.061035156
72.836	-0.101013184
72.84	-0.113525391
72.844	-0.084381104
72.848	-0.019836426
72.852	-0.001831055
72.856	-0.043945313
72.86	-0.084075928
72.864	-0.122375488
72.868	-0.127868652
72.872	-0.114746094
72.876	-0.081634521
72.88	0.027008057
72.884	0.121917725
72.888	0.128326416
72.892	0.110473633
72.896	0.06439209
72.9	0.000762939
72.904	-0.033721924
72.908	-0.040740967
72.912	0.012817383
72.916	0.064086914
72.92	0.054016113
72.924	0.004425049
72.928	-0.028686523
72.932	0.067596436
72.936	0.24810791
72.94	0.304412842
72.944	-0.035400391
72.948	-0.492095947
72.952	-0.567932129
72.956	-0.419464111
72.96	-0.001983643
72.964	0.53894043
72.968	0.690460205
72.972	0.421142578
72.976	-0.121459961
72.98	-0.512542725
72.984	-0.524597168
72.988	-0.265045166
72.992	0.118103027
72.996	0.291748047
73	0.244598389
73.004	0.252685547
73.008	0.256195068
73.012	0.132751465
73.016	-0.032501221
73.02	-0.134124756
73.024	-0.160675049
73.028	-0.153503418
73.032	-0.102233887
73.036	-0.047302246
73.04	-0.050506592
73.044	-0.089416504
73.048	-0.106506348
73.052	-0.055236816
73.056	0.004577637
73.06	0.0440979
73.064	0.055847168
73.068	0.039672852
73.072	0.048675537
73.076	0.097961426
73.08	0.150604248
73.084	0.134735107
73.088	0.059967041
73.092	-0.029296875
73.096	-0.106964111
73.1	-0.127868652
73.104	-0.08972168
73.108	-0.033721924
73.112	-0.007171631
73.116	-0.003356934
73.12	-0.00793457
73.124	-0.040283203
73.128	-0.043640137
73.132	0.001068115
73.136	0.050964355
73.14	0.066070557
73.144	0.050964355
73.148	0.024719238
73.152	0.003662109
73.156	-0.010528564
73.16	-0.008392334
73.164	-0.010986328
73.168	-0.02746582
73.172	-0.058898926
73.176	-0.09185791
73.18	-0.060882568
73.184	0.000457764
73.188	0.062866211
73.192	0.121459961
73.196	0.131530762
73.2	0.095367432
73.204	0.078735352
73.208	0.061798096
73.212	0.033721924
73.216	-0.013580322
73.22	-0.070037842
73.224	-0.077209473
73.228	-0.072937012
73.232	-0.088195801
73.236	-0.098266602
73.24	-0.074920654
73.244	-0.043029785
73.248	-0.010223389
73.252	0.012512207
73.256	0.056152344
73.26	0.159912109
73.264	0.171051025
73.268	-0.028839111
73.272	-0.239257813
73.276	-0.197906494
73.28	-0.272369385
73.284	-0.073852539
73.288	0.560302734
73.292	0.692901611
73.296	0.274810791
73.3	-0.115203857
73.304	-0.250549316
73.308	-0.229949951
73.312	-0.220184326
73.316	-0.232696533
73.32	-0.262908936
73.324	-0.248260498
73.328	-0.124359131
73.332	0.037994385
73.336	0.136260986
73.34	0.15335083
73.344	0.134429932
73.348	0.103912354
73.352	0.108032227
73.356	0.180206299
73.36	0.228118896
73.364	0.172119141
73.368	0.057067871
73.372	-0.062561035
73.376	-0.162506104
73.38	-0.185089111
73.384	-0.123291016
73.388	-0.051116943
73.392	0.021057129
73.396	0.077514648
73.4	0.083770752
73.404	0.028991699
73.408	-0.048065186
73.412	-0.104980469
73.416	-0.123901367
73.42	-0.093231201
73.424	-0.024871826
73.428	0.068359375
73.432	0.105743408
73.436	0.061187744
73.44	-0.016174316
73.444	-0.084381104
73.448	-0.110473633
73.452	-0.098571777
73.456	-0.05645752
73.46	0.022888184
73.464	0.100708008
73.468	0.097198486
73.472	0.027618408
73.476	-0.01953125
73.48	-0.042877197
73.484	-0.039978027
73.488	0.020141602
