   3.4224134e-01	   2.1552046e-01	   3.3459237e-01	   1.9822933e-01	   3.1946269e-01	   2.3077568e-01	   3.3825376e-01	   2.0822255e-01	   3.3978627e-01	   1.4200620e-01	   2.9942469e-01	   1.1651142e-01	   1.2606964e-01	   3.0289421e-01	   1.4590770e-01	   2.9814666e-01	   1.0481479e-01	   2.7996027e-01	   1.2578629e-01	   2.8942999e-01	   9.9411303e-02	   2.6880013e-01	   9.8848355e-02	   2.7426155e-01	   1.2822679e-01	   2.9690476e-01	   9.8132897e-02	   2.7169435e-01	   1.1185172e-01	   2.8235670e-01	   7.4015247e-02	   2.4919660e-01	   1.0295996e-01	   2.8333799e-01	   6.8802598e-02	   2.4695136e-01	   7.0257188e-02	   2.6330298e-01	   7.3661017e-02	   2.6078071e-01	   9.7644981e-02	   2.7668999e-01	   8.8009968e-02	   2.6507318e-01	   1.1189666e-01	   2.8677274e-01	   6.8129986e-02	   2.4735987e-01	   8.3323271e-02	   2.5571902e-01	   5.8238337e-02	   2.3418782e-01	   6.0176710e-02	   9.6918618e-02	   2.6967592e-01	   1.0068136e-01	   2.6262039e-01	   8.7262066e-02	   2.4864051e-01	   8.7293499e-02	   8.4141798e-02	   2.4275064e-01	   6.0130141e-02	   2.4110639e-01	   5.0553894e-02	   2.3759051e-01	   2.5207563e-02	   3.4341297e-02	   2.3269138e-01	   4.8756601e-02	   2.3707327e-01	   7.4608958e-02	   2.5347755e-01	   4.9278376e-02	   2.4508674e-01	   3.6954358e-02	   2.4041836e-01	   2.3900383e-02	   2.1713932e-01	   5.2307710e-03	   1.9917850e-01	   4.4710495e-05	   2.2474367e-01	   3.7471126e-02	   2.3974198e-01	   2.1854222e-02	   2.2772013e-01	   4.6206320e-02	   2.3808570e-01	   7.4595306e-02	   2.5620656e-01	   1.0064373e-01	   2.6169420e-01	   1.0201166e-01	   2.6412949e-01	   9.4494905e-02	   2.6640978e-01	   1.1732184e-01	   2.8268658e-01	   1.6131446e-01	   3.0448424e-01	   1.3960678e-01	   2.8987010e-01	   1.4736546e-01	   3.2015317e-01	   1.7014021e-01	   3.5389455e-01	   2.0144027e-01	   3.9141891e-01	   2.4931313e-01	   4.2138110e-01	
   3.4208136e-01	   2.1545121e-01	   3.3441953e-01	   1.9821918e-01	   3.1944289e-01	   2.3073255e-01	   3.3813723e-01	   2.0820004e-01	   3.3953240e-01	   1.4199567e-01	   2.9918245e-01	   1.1630163e-01	   1.2604819e-01	   3.0254385e-01	   1.4576526e-01	   2.9800319e-01	   1.0463516e-01	   2.7991491e-01	   1.2568842e-01	   2.8905371e-01	   9.9346251e-02	   2.6869030e-01	   9.8728461e-02	   2.7422445e-01	   1.2814095e-01	   2.9682213e-01	   9.8052725e-02	   2.7130302e-01	   1.1165508e-01	   2.8198454e-01	   7.3904964e-02	   2.4887223e-01	   1.0293688e-01	   2.8314403e-01	   6.8706801e-02	   2.4680359e-01	   7.0049162e-02	   2.6317628e-01	   7.3596126e-02	   2.6078032e-01	   9.7516988e-02	   2.7636522e-01	   8.7773735e-02	   2.6482437e-01	   1.1185905e-01	   2.8651062e-01	   6.8010315e-02	   2.4708009e-01	   8.3291655e-02	   2.5546814e-01	   5.8118015e-02	   2.3395023e-01	   6.0127184e-02	   9.6830469e-02	   2.6966867e-01	   1.0059419e-01	   2.6238759e-01	   8.7122178e-02	   2.4848280e-01	   8.7224330e-02	   8.3979473e-02	   2.4255473e-01	   6.0070902e-02	   2.4095494e-01	   5.0448917e-02	   2.3748136e-01	   2.5084124e-02	   3.4127071e-02	   2.3254068e-01	   4.8652731e-02	   2.3695699e-01	   7.4490044e-02	   2.5314436e-01	   4.9116714e-02	   2.4490059e-01	   3.6815119e-02	   2.4017678e-01	   2.3826110e-02	   2.1707287e-01	   5.0941904e-03	   1.9905364e-01	   0.0000000e+00	   2.2441244e-01	   3.7356638e-02	   2.3943360e-01	   2.1683276e-02	   2.2727899e-01	   4.6063386e-02	   2.3792200e-01	   7.4588853e-02	   2.5618098e-01	   1.0061592e-01	   2.6128875e-01	   1.0199997e-01	   2.6379565e-01	   9.4468379e-02	   2.6633443e-01	   1.1721649e-01	   2.8251795e-01	   1.6125995e-01	   3.0435689e-01	   1.3959694e-01	   2.8971301e-01	   1.4733292e-01	   3.1995764e-01	   1.7006544e-01	   3.5379959e-01	   2.0130193e-01	   3.9124263e-01	   2.4925770e-01	   4.2132417e-01	
   3.4218254e-01	   2.1549056e-01	   3.3470380e-01	   1.9830134e-01	   3.1946119e-01	   2.3078383e-01	   3.3822514e-01	   2.0833897e-01	   3.3984994e-01	   1.4210792e-01	   2.9955765e-01	   1.1634622e-01	   1.2621047e-01	   3.0265289e-01	   1.4577770e-01	   2.9807778e-01	   1.0474331e-01	   2.8043076e-01	   1.2574427e-01	   2.8914599e-01	   9.9419661e-02	   2.6904406e-01	   9.8758814e-02	   2.7477423e-01	   1.2817820e-01	   2.9747328e-01	   9.8115160e-02	   2.7137497e-01	   1.1166186e-01	   2.8214648e-01	   7.3957660e-02	   2.4909092e-01	   1.0310239e-01	   2.8319053e-01	   6.8799280e-02	   2.4682803e-01	   7.0108619e-02	   2.6319383e-01	   7.3699404e-02	   2.6128128e-01	   9.7580407e-02	   2.7666085e-01	   8.7782395e-02	   2.6482689e-01	   1.1196550e-01	   2.8659295e-01	   6.8076063e-02	   2.4720013e-01	   8.3409917e-02	   2.5557425e-01	   5.8269993e-02	   2.3407039e-01	   6.0225501e-02	   9.6918314e-02	   2.6991260e-01	   1.0062624e-01	   2.6255252e-01	   8.7168161e-02	   2.4851137e-01	   8.7317858e-02	   8.4032046e-02	   2.4270763e-01	   6.0188335e-02	   2.4110089e-01	   5.0538925e-02	   2.3759394e-01	   2.5210956e-02	   3.4161500e-02	   2.3286490e-01	   4.8776078e-02	   2.3738122e-01	   7.4562987e-02	   2.5325092e-01	   4.9140075e-02	   2.4526751e-01	   3.6852365e-02	   2.4061458e-01	   2.3988821e-02	   2.1747972e-01	   5.1621048e-03	   1.9921835e-01	   1.9700613e-04	   2.2458796e-01	   3.7416295e-02	   2.3955666e-01	   2.1743585e-02	   2.2732776e-01	   4.6087888e-02	   2.3794672e-01	   7.4691301e-02	   2.5670538e-01	   1.0075449e-01	   2.6132847e-01	   1.0210754e-01	   2.6382205e-01	   9.4499399e-02	   2.6685767e-01	   1.1729170e-01	   2.8292644e-01	   1.6127756e-01	   3.0455051e-01	   1.3971893e-01	   2.8982112e-01	   1.4743760e-01	   3.1996841e-01	   1.7014842e-01	   3.5381439e-01	   2.0132629e-01	   3.9133485e-01	   2.4934193e-01	   4.2179985e-01	
   3.4271034e-01	   2.1563430e-01	   3.3567155e-01	   1.9847777e-01	   3.1962308e-01	   2.3091964e-01	   3.3868582e-01	   2.0861595e-01	   3.4102141e-01	   1.4232428e-01	   3.0081159e-01	   1.1663946e-01	   1.2653761e-01	   3.0348501e-01	   1.4593007e-01	   2.9853790e-01	   1.0511667e-01	   2.8178076e-01	   1.2594654e-01	   2.8996763e-01	   9.9619664e-02	   2.7011711e-01	   9.8944192e-02	   2.7618998e-01	   1.2833802e-01	   2.9916406e-01	   9.8313568e-02	   2.7216552e-01	   1.1186313e-01	   2.8311799e-01	   7.4182088e-02	   2.5011800e-01	   1.0346087e-01	   2.8369562e-01	   6.9058774e-02	   2.4720651e-01	   7.0425277e-02	   2.6354948e-01	   7.3972304e-02	   2.6255447e-01	   9.7815065e-02	   2.7787024e-01	   8.8039602e-02	   2.6528578e-01	   1.1220482e-01	   2.8723562e-01	   6.8325781e-02	   2.4795854e-01	   8.3681858e-02	   2.5624869e-01	   5.8678012e-02	   2.3478036e-01	   6.0448622e-02	   9.7181121e-02	   2.7059612e-01	   1.0076644e-01	   2.6335016e-01	   8.7376285e-02	   2.4890322e-01	   8.7572424e-02	   8.4293820e-02	   2.4343064e-01	   6.0470304e-02	   2.4177081e-01	   5.0819767e-02	   2.3812953e-01	   2.5563341e-02	   3.4442495e-02	   2.3394889e-01	   4.9110144e-02	   2.3863478e-01	   7.4811496e-02	   2.5406966e-01	   4.9352358e-02	   2.4646552e-01	   3.7067357e-02	   2.4204376e-01	   2.4385390e-02	   2.1862258e-01	   5.4308050e-03	   1.9988900e-01	   6.3136849e-04	   2.2554899e-01	   3.7631602e-02	   2.4036555e-01	   2.2026952e-02	   2.2812195e-01	   4.6283160e-02	   2.3833290e-01	   7.4897084e-02	   2.5805076e-01	   1.0105162e-01	   2.6204427e-01	   1.0232847e-01	   2.6442900e-01	   9.4580935e-02	   2.6823188e-01	   1.1752706e-01	   2.8416896e-01	   1.6137571e-01	   3.0525493e-01	   1.3995795e-01	   2.9037942e-01	   1.4768212e-01	   3.2034099e-01	   1.7039338e-01	   3.5409327e-01	   2.0150120e-01	   3.9189790e-01	   2.4956398e-01	   4.2306000e-01	
   3.4386471e-01	   2.1587952e-01	   3.3759154e-01	   1.9875213e-01	   3.2006822e-01	   2.3113025e-01	   3.3973073e-01	   2.0900700e-01	   3.4338096e-01	   1.4262950e-01	   3.0325480e-01	   1.1717463e-01	   1.2701240e-01	   3.0535038e-01	   1.4620911e-01	   2.9960005e-01	   1.0572563e-01	   2.8428770e-01	   1.2628995e-01	   2.9183313e-01	   9.9936953e-02	   2.7221966e-01	   9.9288140e-02	   2.7880064e-01	   1.2862034e-01	   3.0224957e-01	   9.8640903e-02	   2.7397848e-01	   1.1224439e-01	   2.8522891e-01	   7.4585103e-02	   2.5227218e-01	   1.0401327e-01	   2.8493325e-01	   6.9465041e-02	   2.4816950e-01	   7.0982510e-02	   2.6449372e-01	   7.4412677e-02	   2.6492339e-01	   9.8199103e-02	   2.8033494e-01	   8.8542130e-02	   2.6645462e-01	   1.1256100e-01	   2.8870913e-01	   6.8757367e-02	   2.4964747e-01	   8.4113611e-02	   2.5775344e-01	   5.9323480e-02	   2.3636462e-01	   6.0776368e-02	   9.7613877e-02	   2.7195954e-01	   1.0100644e-01	   2.6507064e-01	   8.7722186e-02	   2.4988502e-01	   8.7983473e-02	   8.4756942e-02	   2.4499807e-01	   6.0907776e-02	   2.4324931e-01	   5.1286160e-02	   2.3934711e-01	   2.6117291e-02	   3.4962284e-02	   2.3613888e-01	   4.9634458e-02	   2.4106760e-01	   7.5221324e-02	   2.5592886e-01	   4.9756362e-02	   2.4882800e-01	   3.7461277e-02	   2.4482778e-01	   2.5009883e-02	   2.2082077e-01	   5.8970658e-03	   2.0133451e-01	   1.2956040e-03	   2.2763045e-01	   3.7984938e-02	   2.4216589e-01	   2.2521826e-02	   2.2997066e-01	   4.6650579e-02	   2.3930038e-01	   7.5200242e-02	   2.6054135e-01	   1.0149595e-01	   2.6371496e-01	   1.0265721e-01	   2.6588234e-01	   9.4708287e-02	   2.7075026e-01	   1.1790406e-01	   2.8654198e-01	   1.6156591e-01	   3.0670723e-01	   1.4029921e-01	   2.9162318e-01	   1.4806959e-01	   3.2127535e-01	   1.7080217e-01	   3.5483456e-01	   2.0181209e-01	   3.9317871e-01	   2.4992157e-01	   4.2540504e-01	
   3.4588128e-01	   2.1622375e-01	   3.4077353e-01	   1.9912867e-01	   3.2097399e-01	   2.3140660e-01	   3.4161471e-01	   2.0948900e-01	   3.4730983e-01	   1.4301228e-01	   3.0724610e-01	   1.1794348e-01	   1.2762022e-01	   3.0860308e-01	   1.4660409e-01	   3.0153263e-01	   1.0653488e-01	   2.8832140e-01	   1.2677078e-01	   2.9511036e-01	   1.0036521e-01	   2.7571555e-01	   9.9792006e-02	   2.8298060e-01	   1.2902514e-01	   3.0713010e-01	   9.9090997e-02	   2.7716477e-01	   1.1278778e-01	   2.8886117e-01	   7.5170591e-02	   2.5592358e-01	   1.0475604e-01	   2.8723523e-01	   7.0000125e-02	   2.4999878e-01	   7.1758165e-02	   2.6633753e-01	   7.5015152e-02	   2.6876159e-01	   9.8711258e-02	   2.8444077e-01	   8.9279348e-02	   2.6863710e-01	   1.1301526e-01	   2.9134037e-01	   6.9367468e-02	   2.5261322e-01	   8.4712209e-02	   2.6040391e-01	   6.0185808e-02	   2.3916113e-01	   6.1191438e-02	   9.8208335e-02	   2.7429682e-01	   1.0134017e-01	   2.6806041e-01	   8.8181686e-02	   2.5173773e-01	   8.8542939e-02	   8.5411398e-02	   2.4773864e-01	   6.1495113e-02	   2.4587983e-01	   5.1931103e-02	   2.4156787e-01	   2.6851135e-02	   3.5706564e-02	   2.3984005e-01	   5.0326266e-02	   2.4508865e-01	   7.5780954e-02	   2.5921134e-01	   5.0351861e-02	   2.5274342e-01	   3.8034335e-02	   2.4937662e-01	   2.5852854e-02	   2.2444966e-01	   6.5585976e-03	   2.0387801e-01	   2.1788164e-03	   2.3122158e-01	   3.8459065e-02	   2.4531439e-01	   2.3212991e-02	   2.3323572e-01	   4.7189060e-02	   2.4111888e-01	   7.5594277e-02	   2.6455086e-01	   1.0207325e-01	   2.6666657e-01	   1.0308959e-01	   2.6849428e-01	   9.4879821e-02	   2.7474454e-01	   1.1840601e-01	   2.9037700e-01	   1.6186171e-01	   3.0919503e-01	   1.4072978e-01	   2.9384070e-01	   1.4860369e-01	   3.2301970e-01	   1.7137348e-01	   3.5628338e-01	   2.0224338e-01	   3.9546899e-01	   2.5041200e-01	   4.2918104e-01	
   3.4902995e-01	   2.1666401e-01	   3.4556329e-01	   1.9961132e-01	   3.2255803e-01	   2.3174063e-01	   3.4463327e-01	   2.1004116e-01	   3.5322671e-01	   1.4346535e-01	   3.1318697e-01	   1.1893589e-01	   1.2834965e-01	   3.1363461e-01	   1.4710722e-01	   3.0465643e-01	   1.0750546e-01	   2.9429118e-01	   1.2738569e-01	   3.0021547e-01	   1.0090081e-01	   2.8101638e-01	   1.0045414e-01	   2.8914079e-01	   1.2955191e-01	   3.1424180e-01	   9.9659237e-02	   2.8211720e-01	   1.1347482e-01	   2.9444165e-01	   7.5938800e-02	   2.6148665e-01	   1.0568103e-01	   2.9098947e-01	   7.0649088e-02	   2.5302778e-01	   7.2726142e-02	   2.6945284e-01	   7.5772713e-02	   2.7448556e-01	   9.9333009e-02	   2.9061089e-01	   9.0233424e-02	   2.7218571e-01	   1.1354833e-01	   2.9551088e-01	   7.0151303e-02	   2.5725247e-01	   8.5483424e-02	   2.6456821e-01	   6.1242876e-02	   2.4355798e-01	   6.1679299e-02	   9.8954171e-02	   2.7795422e-01	   1.0176331e-01	   2.7271878e-01	   8.8731825e-02	   2.5479831e-01	   8.9239360e-02	   8.6245315e-02	   2.5203397e-01	   6.2230204e-02	   2.5006178e-01	   5.2746068e-02	   2.4517588e-01	   2.7746436e-02	   3.6655199e-02	   2.4550871e-01	   5.1162625e-02	   2.5115808e-01	   7.6481132e-02	   2.6434903e-01	   5.1134296e-02	   2.5865037e-01	   3.8785312e-02	   2.5613853e-01	   2.6900723e-02	   2.2993641e-01	   7.4137607e-03	   2.0789536e-01	   3.2669670e-03	   2.3675930e-01	   3.9037005e-02	   2.5021503e-01	   2.4082045e-02	   2.3832610e-01	   4.7894933e-02	   2.4410841e-01	   7.6072304e-02	   2.7049359e-01	   1.0276805e-01	   2.7126774e-01	   1.0362329e-01	   2.7262113e-01	   9.5097991e-02	   2.8057905e-01	   1.1901762e-01	   2.9603302e-01	   1.6227702e-01	   3.1305567e-01	   1.4124057e-01	   2.9737264e-01	   1.4928846e-01	   3.2587143e-01	   1.7210229e-01	   3.5873221e-01	   2.0278022e-01	   3.9910284e-01	   2.5103186e-01	   4.3477229e-01	
   3.5361000e-01	   2.1719599e-01	   3.5233282e-01	   2.0020320e-01	   3.2507871e-01	   2.3212552e-01	   3.4911625e-01	   2.1064573e-01	   3.6157252e-01	   1.4398492e-01	   3.2151007e-01	   1.2013972e-01	   1.2919261e-01	   3.2086236e-01	   1.4771345e-01	   3.0934182e-01	   1.0859719e-01	   3.0263229e-01	   1.2813019e-01	   3.0760090e-01	   1.0154207e-01	   2.8856945e-01	   1.0126944e-01	   2.9771469e-01	   1.3019934e-01	   3.2404083e-01	   1.0034250e-01	   2.8925992e-01	   1.1428903e-01	   3.0242909e-01	   7.6886152e-02	   2.6940745e-01	   1.0677616e-01	   2.9663316e-01	   7.1400133e-02	   2.5763905e-01	   7.3858607e-02	   2.7426826e-01	   7.6678707e-02	   2.8254192e-01	   1.0005014e-01	   2.9929445e-01	   9.1380214e-02	   2.7749622e-01	   1.1414271e-01	   3.0165036e-01	   7.1102786e-02	   2.6400340e-01	   8.6429300e-02	   2.7066159e-01	   6.2471734e-02	   2.4998498e-01	   6.2228269e-02	   9.9839952e-02	   2.8332492e-01	   1.0227328e-01	   2.7948862e-01	   8.9352428e-02	   2.5945735e-01	   9.0058831e-02	   8.7245545e-02	   2.5831326e-01	   6.3113837e-02	   2.5624300e-01	   5.3721713e-02	   2.5061366e-01	   2.8788115e-02	   3.7784279e-02	   2.5363802e-01	   5.2122430e-02	   2.5977216e-01	   7.7313680e-02	   2.7181206e-01	   5.2094400e-02	   2.6702582e-01	   3.9711551e-02	   2.6558730e-01	   2.8135442e-02	   2.3775055e-01	   8.4605973e-03	   2.1380987e-01	   4.5437361e-03	   2.4471571e-01	   3.9702478e-02	   2.5731028e-01	   2.5108905e-02	   2.4568677e-01	   4.8762319e-02	   2.4863620e-01	   7.6627381e-02	   2.7880888e-01	   1.0356544e-01	   2.7792036e-01	   1.0425773e-01	   2.7865655e-01	   9.5370107e-02	   2.8864022e-01	   1.1972475e-01	   3.0388499e-01	   1.6282393e-01	   3.1866983e-01	   1.4182762e-01	   3.0260669e-01	   1.5012754e-01	   3.3017428e-01	   1.7297977e-01	   3.6251850e-01	   2.0340999e-01	   4.0445123e-01	   2.5177693e-01	   4.4258867e-01	
   3.5994128e-01	   2.1781355e-01	   3.6146506e-01	   2.0090640e-01	   3.2883220e-01	   2.3255580e-01	   3.5541724e-01	   2.1128806e-01	   3.7278916e-01	   1.4456984e-01	   3.3266106e-01	   1.2154076e-01	   1.3014378e-01	   3.3071207e-01	   1.4841975e-01	   3.1600114e-01	   1.0977152e-01	   3.1378506e-01	   1.2899738e-01	   3.1773574e-01	   1.0228832e-01	   2.9883904e-01	   1.0222941e-01	   3.0913845e-01	   1.3096501e-01	   3.3697998e-01	   1.0113846e-01	   2.9903150e-01	   1.1521761e-01	   3.1329437e-01	   7.8005573e-02	   2.8014465e-01	   1.0802669e-01	   3.0463957e-01	   7.2244238e-02	   2.6425801e-01	   7.5128397e-02	   2.8125880e-01	   7.7728339e-02	   2.9338823e-01	   1.0085330e-01	   3.1094877e-01	   9.2690820e-02	   2.8499730e-01	   1.1478448e-01	   3.1022394e-01	   7.2214767e-02	   2.7333069e-01	   8.7546082e-02	   2.7913471e-01	   6.3849450e-02	   2.5889940e-01	   6.2829922e-02	   1.0085359e-01	   2.9083842e-01	   1.0286997e-01	   2.8884001e-01	   9.0028130e-02	   2.6615101e-01	   9.0986565e-02	   8.8398291e-02	   2.6704271e-01	   6.4148127e-02	   2.6490684e-01	   5.4848646e-02	   2.5837155e-01	   2.9963944e-02	   3.9068922e-02	   2.6473676e-01	   5.3188088e-02	   2.7143995e-01	   7.8270309e-02	   2.8209136e-01	   5.3218908e-02	   2.7836538e-01	   4.0809092e-02	   2.7820339e-01	   2.9534726e-02	   2.4838796e-01	   9.6955074e-03	   2.2208173e-01	   5.9919371e-03	   2.5557889e-01	   4.0440767e-02	   2.6706590e-01	   2.6273995e-02	   2.5578146e-01	   4.9783890e-02	   2.5510946e-01	   7.7252918e-02	   2.8993875e-01	   1.0445291e-01	   2.8704458e-01	   1.0499318e-01	   2.8701906e-01	   9.5708332e-02	   2.9932044e-01	   1.2051457e-01	   3.1430726e-01	   1.6351074e-01	   3.2644835e-01	   1.4249229e-01	   3.0996671e-01	   1.5112308e-01	   3.3631078e-01	   1.7399343e-01	   3.6801877e-01	   2.0412332e-01	   4.1191198e-01	   2.5264260e-01	   4.5304758e-01	
   3.6835116e-01	   2.1850851e-01	   3.7333259e-01	   2.0172187e-01	   3.3414525e-01	   2.3302740e-01	   3.6389851e-01	   2.1195605e-01	   3.8729250e-01	   1.4522072e-01	   3.4707325e-01	   1.2312253e-01	   1.3119954e-01	   3.4359370e-01	   1.4922393e-01	   3.2507462e-01	   1.1099426e-01	   3.2816633e-01	   1.2997772e-01	   3.3107771e-01	   1.0313911e-01	   3.1228072e-01	   1.0332295e-01	   3.2382449e-01	   1.3184490e-01	   3.5347752e-01	   1.0204456e-01	   3.1186112e-01	   1.1625199e-01	   3.2749352e-01	   7.9287229e-02	   2.9414391e-01	   1.0941657e-01	   3.1549783e-01	   7.3174529e-02	   2.7334149e-01	   7.6511116e-02	   2.9092874e-01	   7.8918980e-02	   3.0746673e-01	   1.0173743e-01	   3.2601388e-01	   9.4133758e-02	   2.9513425e-01	   1.1546452e-01	   3.2171217e-01	   7.3479222e-02	   2.8570340e-01	   8.8823207e-02	   2.9045448e-01	   6.5353744e-02	   2.7076565e-01	   6.3479660e-02	   1.0198244e-01	   3.0094369e-01	   1.0355684e-01	   3.0124642e-01	   9.0750223e-02	   2.7534648e-01	   9.2008650e-02	   8.9689662e-02	   2.7870814e-01	   6.5334376e-02	   2.7655296e-01	   5.6117871e-02	   2.6896948e-01	   3.1263552e-02	   4.0486033e-02	   2.7930067e-01	   5.4346813e-02	   2.8665161e-01	   7.9342067e-02	   2.9567367e-01	   5.4492187e-02	   2.9315475e-01	   4.2072728e-02	   2.9444713e-01	   3.1072937e-02	   2.6234657e-01	   1.1111956e-02	   2.3319098e-01	   7.5951093e-03	   2.6982637e-01	   4.1239761e-02	   2.7994845e-01	   2.7560327e-02	   2.6906868e-01	   5.0951723e-02	   2.6396263e-01	   7.7943219e-02	   3.0429841e-01	   1.0542127e-01	   2.9905736e-01	   1.0582947e-01	   2.9813311e-01	   9.6128714e-02	   3.1299590e-01	   1.2137588e-01	   3.2765145e-01	   1.6434070e-01	   3.3681226e-01	   1.4324029e-01	   3.1989561e-01	   1.5227435e-01	   3.4468940e-01	   1.7512776e-01	   3.7563839e-01	   2.0491424e-01	   4.2189414e-01	   2.5362458e-01	   4.6655004e-01	
